"","peaks","fips","cases","county","state","Region","lat","lng","population","per_dem","urban_code","median.income","unemployed.rate"
"6783","peak 3","12117",393.857142857143,"Seminole","Florida","South",28.717,-81.2363,461402,0.508130283917719,1,69954,4.5
"6784","peak 3","12119",84.7142857142857,"Sumter","Florida","South",28.7048,-82.081,125044,0.317251446180462,3,63464,5.7
"6785","peak 3","12121",82.4285714285714,"Suwannee","Florida","South",30.1956,-82.9915,44046,0.212993303889443,6,49453,4.6
"6786","peak 3","12123",59,"Taylor","Florida","South",30.047,-83.6035,21870,0.227016885553471,6,42987,5.2
"6787","peak 3","12125",16.2857142857143,"Union","Florida","South",30.0439,-82.3714,15303,0.168614891913531,6,50893,4.1
"6788","peak 3","12127",373.857142857143,"Volusia","Florida","South",29.0584,-81.1819,536487,0.424718399422324,2,53554,5.1
"6789","peak 3","12129",48.8571428571429,"Wakulla","Florida","South",30.1673,-84.4007,32321,0.290752010432515,2,58640,3.5
"6790","peak 3","12131",108,"Walton","Florida","South",30.6436,-86.1697,68262,0.236507972821487,3,62600,3.8
"6791","peak 3","12133",34.4285714285714,"Washington","Florida","South",30.6106,-85.6653,24764,0.190395067737487,6,42518,5
"6792","peak 3","13001",16.5714285714286,"Appling","Georgia","South",31.7492,-82.2889,18440,0.212634088200238,7,43821,3.6
"6793","peak 3","13003",7.85714285714286,"Atkinson","Georgia","South",31.2971,-82.8801,8239,0.26148969889065,9,38581,2.9
"6794","peak 3","13005",12.5714285714286,"Bacon","Georgia","South",31.5537,-82.4527,11201,0.133919005785301,7,41807,3.4
"6795","peak 3","13007",2,"Baker","Georgia","South",31.3262,-84.4447,3132,0.419292604501608,3,39515,5
"6796","peak 3","13009",38,"Baldwin","Georgia","South",33.0692,-83.2496,45111,0.500794477014958,4,44429,4.9
"6797","peak 3","13011",8.42857142857143,"Banks","Georgia","South",34.3541,-83.4974,18708,0.105897057152596,8,53481,2.8
"6798","peak 3","13013",53.2857142857143,"Barrow","Georgia","South",33.9932,-83.7127,78991,0.275652013396271,1,68924,3
"6799","peak 3","13015",73.7142857142857,"Bartow","Georgia","South",34.2377,-84.8403,104919,0.239596544071021,1,60254,3.6
"6800","peak 3","13017",23.2857142857143,"Ben Hill","Georgia","South",31.7598,-83.2205,17033,0.364564290067032,7,35931,5.1
"6801","peak 3","13019",27.8571428571429,"Berrien","Georgia","South",31.276,-83.2296,19152,0.163889965129795,6,42058,3.7
"6802","peak 3","13021",140.428571428571,"Bibb","Georgia","South",32.8065,-83.6974,153200,0.613852985264587,3,43066,5
"6803","peak 3","13023",11.4285714285714,"Bleckley","Georgia","South",32.4344,-83.3279,12807,0.229852838121934,6,48115,5.2
"6804","peak 3","13025",25.2857142857143,"Brantley","Georgia","South",31.1969,-81.9819,18756,0.0903342366757001,3,44680,3.6
"6805","peak 3","13027",14.7142857142857,"Brooks","Georgia","South",30.842,-83.5802,15590,0.393043233347416,3,39554,3.9
"6806","peak 3","13029",36.4285714285714,"Bryan","Georgia","South",32.0145,-81.4436,37063,0.315819076634638,2,79296,3
"6807","peak 3","13031",52,"Bulloch","Georgia","South",32.3968,-81.7432,76120,0.373811897640412,4,48788,4.2
"6808","peak 3","13033",19.4285714285714,"Burke","Georgia","South",33.0611,-82.0009,22520,0.48750351024993,2,42632,5.6
"6809","peak 3","13035",19,"Butts","Georgia","South",33.2879,-83.9572,24090,0.278141194460963,1,47410,3.7
"6810","peak 3","13037",2.85714285714286,"Calhoun","Georgia","South",31.5292,-84.6245,6365,0.574613284804368,8,34960,3.7
"6811","peak 3","13039",41.2857142857143,"Camden","Georgia","South",30.9306,-81.67,53231,0.336359030651017,4,58552,3.1
"6812","peak 3","13043",12.4285714285714,"Candler","Georgia","South",32.4034,-82.0737,10812,0.286391333784699,7,41665,3.1
"6813","peak 3","13045",52.8571428571429,"Carroll","Georgia","South",33.5828,-85.0798,117183,0.298061389337641,1,59193,3.8
"6814","peak 3","13047",42.8571428571429,"Catoosa","Georgia","South",34.9036,-85.1382,66700,0.21268370509005,2,60753,2.6
"6815","peak 3","13049",4.14285714285714,"Charlton","Georgia","South",30.7817,-82.1379,13040,0.241900175131349,6,42891,3.1
"6816","peak 3","13051",158.142857142857,"Chatham","Georgia","South",32.0042,-81.1328,288496,0.586524046533941,2,57122,4.4
"6817","peak 3","13053",5.28571428571429,"Chattahoochee","Georgia","South",32.347,-84.787,10560,0.421618204804045,2,46106,4.4
"6818","peak 3","13055",20,"Chattooga","Georgia","South",34.475,-85.3453,24812,0.184477611940299,6,41561,4.7
"6819","peak 3","13057",131,"Cherokee","Georgia","South",34.2439,-84.4762,247515,0.295404481579947,1,88635,2.7
"6820","peak 3","13059",70,"Clarke","Georgia","South",33.9512,-83.3673,126176,0.702196860514938,3,41036,4
"6821","peak 3","13061",0.571428571428571,"Clay","Georgia","South",31.6263,-84.9801,2951,0.551219512195122,9,24732,9.3
"6822","peak 3","13063",98.5714285714286,"Clayton","Georgia","South",33.5419,-84.3576,283538,0.849870916050921,1,50737,6.6
"6823","peak 3","13065",5.28571428571429,"Clinch","Georgia","South",30.915,-82.7063,6686,0.260048933939182,6,42928,3
"6824","peak 3","13067",288.428571428571,"Cobb","Georgia","South",33.9415,-84.5767,751218,0.56345243416775,1,79622,3.3
"6825","peak 3","13069",26.8571428571429,"Coffee","Georgia","South",31.5493,-82.8492,43021,0.29650322071776,7,41675,4.1
"6826","peak 3","13071",30.7142857142857,"Colquitt","Georgia","South",31.1884,-83.7688,45486,0.26047494715902,6,41899,3.2
"6827","peak 3","13073",108.571428571429,"Columbia","Georgia","South",33.5441,-82.264,150705,0.36279242941359,2,88285,2.6
"6828","peak 3","13075",30.4285714285714,"Cook","Georgia","South",31.154,-83.4305,17177,0.292679459843639,6,40670,3.4
"6829","peak 3","13077",83.4285714285714,"Coweta","Georgia","South",33.3535,-84.7634,143260,0.315238479667704,1,79232,3.4
"6830","peak 3","13079",5.85714285714286,"Crawford","Georgia","South",32.7145,-83.9863,12325,0.264667322189446,3,50411,3.6
"6831","peak 3","13081",16.2857142857143,"Crisp","Georgia","South",31.9229,-83.7681,22713,0.37121872276858,6,40482,6.7
"6832","peak 3","13083",11.5714285714286,"Dade","Georgia","South",34.8546,-85.5045,16197,0.169626042507398,2,45986,2.5
"6833","peak 3","13085",21.2857142857143,"Dawson","Georgia","South",34.4443,-84.1706,24536,0.154592376096014,1,69155,2.8
"6834","peak 3","13087",26.8571428571429,"Decatur","Georgia","South",30.8783,-84.579,26682,0.411354838709677,6,40473,3.6
"6835","peak 3","13089",212.428571428571,"DeKalb","Georgia","South",33.7715,-84.2264,749323,0.831194402636846,1,63606,4.7
"6836","peak 3","13091",29.1428571428571,"Dodge","Georgia","South",32.1722,-83.1684,20829,0.269111634246066,6,41118,4.1
"6837","peak 3","13093",4.71428571428571,"Dooly","Georgia","South",32.1572,-83.7988,13736,0.465529841656516,6,37109,6.3
"6838","peak 3","13095",55.1428571428571,"Dougherty","Georgia","South",31.5335,-84.2164,89703,0.696233740470995,3,36894,6.4
"6839","peak 3","13097",73.7142857142857,"Douglas","Georgia","South",33.7018,-84.768,143316,0.619540994993199,1,62915,4.4
"6840","peak 3","13099",6.85714285714286,"Early","Georgia","South",31.3228,-84.9037,10312,0.472243639167309,6,40011,4.8
"6841","peak 3","13101",1.57142857142857,"Echols","Georgia","South",30.7101,-82.894,3981,0.11589174184594,3,40408,2.7
"6842","peak 3","13103",64.2857142857143,"Effingham","Georgia","South",32.3673,-81.3413,60477,0.244464856989009,2,71628,3
"6843","peak 3","13105",13.7142857142857,"Elbert","Georgia","South",34.1168,-82.8401,19166,0.313924326681932,6,40962,4.7
"6844","peak 3","13107",35.4285714285714,"Emanuel","Georgia","South",32.5897,-82.3017,22533,0.303629668595476,7,38529,5.3
"6845","peak 3","13109",7.28571428571429,"Evans","Georgia","South",32.1568,-81.8869,10687,0.311749470214269,6,41425,3.5
"6846","peak 3","13111",18.5714285714286,"Fannin","Georgia","South",34.8641,-84.3198,25395,0.173075627988417,8,47980,3
"6847","peak 3","13113",48.7142857142857,"Fayette","Georgia","South",33.414,-84.4942,112303,0.459232713837264,1,94563,3
"6848","peak 3","13115",81.8571428571429,"Floyd","Georgia","South",34.2632,-85.2143,97369,0.288261048353934,3,50520,3.7
"6849","peak 3","13117",142.428571428571,"Forsyth","Georgia","South",34.2255,-84.125,228383,0.326406879538477,1,113332,2.5
"6850","peak 3","13119",9.71428571428571,"Franklin","Georgia","South",34.3754,-83.2292,22766,0.147979563399907,8,47691,3.9
"6851","peak 3","13121",272.428571428571,"Fulton","Georgia","South",33.7903,-84.467,1036200,0.725901572991662,1,79235,4.8
"6852","peak 3","13123",24.2857142857143,"Gilmer","Georgia","South",34.6912,-84.4556,30414,0.177428139183056,6,57007,3.1
"6853","peak 3","13125",0.428571428571429,"Glascock","Georgia","South",33.2293,-82.6107,2996,0.0990415335463259,9,49350,2.8
"6854","peak 3","13127",101.142857142857,"Glynn","Georgia","South",31.2309,-81.5407,84470,0.37825092883681,3,58017,4.1
"6855","peak 3","13129",38.8571428571429,"Gordon","Georgia","South",34.5032,-84.8759,57202,0.182415844879957,4,53373,3.1
"6856","peak 3","13131",17.4285714285714,"Grady","Georgia","South",30.8747,-84.2344,24828,0.338003175492668,6,42603,3.2
"6857","peak 3","13133",13.4285714285714,"Greene","Georgia","South",33.5788,-83.1667,17349,0.363482746353611,6,60973,3.8
"6858","peak 3","13135",255.428571428571,"Gwinnett","Georgia","South",33.9617,-84.0236,915046,0.584494098153967,1,72225,3.6
"6859","peak 3","13137",22.2857142857143,"Habersham","Georgia","South",34.631,-83.5311,44626,0.174342910283393,6,51296,3.6
"6860","peak 3","13139",105.714285714286,"Hall","Georgia","South",34.3169,-83.8197,198667,0.276494692777538,3,66698,2.7
"6861","peak 3","13141",3.71428571428571,"Hancock","Georgia","South",33.2704,-83.0007,8515,0.716590416566338,7,31715,6.2
"6862","peak 3","13143",14.2857142857143,"Haralson","Georgia","South",33.7942,-85.211,29227,0.125719500210585,1,49020,3.5
"6863","peak 3","13145",13.2857142857143,"Harris","Georgia","South",32.736,-84.9089,34105,0.272972837777,2,74052,2.8
"6864","peak 3","13147",12.8571428571429,"Hart","Georgia","South",34.3508,-82.9642,25773,0.248035826524199,6,50647,3.9
"6865","peak 3","13149",8.28571428571429,"Heard","Georgia","South",33.297,-85.1283,11736,0.152762328513163,1,48984,3.9
"6866","peak 3","13151",126,"Henry","Georgia","South",33.453,-84.1542,225356,0.597107270036911,1,72927,4.3
"6867","peak 3","13153",124.571428571429,"Houston","Georgia","South",32.459,-83.6662,153507,0.430783826398354,3,65641,3.4
"6868","peak 3","13155",7.71428571428571,"Irwin","Georgia","South",31.6022,-83.2764,9320,0.241842610364683,7,42317,4.2
"6869","peak 3","13157",54.8571428571429,"Jackson","Georgia","South",34.1339,-83.5664,67885,0.202840079628401,4,66645,2.5
"6870","peak 3","13159",14.1428571428571,"Jasper","Georgia","South",33.3165,-83.688,13916,0.230376766091052,1,59207,3.4
"6871","peak 3","13161",17,"Jeff Davis","Georgia","South",31.8056,-82.6368,15036,0.178132039507884,7,40603,4
"6872","peak 3","13163",10.4285714285714,"Jefferson","Georgia","South",33.0549,-82.4182,15618,0.531221364052887,6,35379,4.8
"6873","peak 3","13165",5.28571428571429,"Jenkins","Georgia","South",32.7924,-81.9635,8793,0.366425470332851,6,32808,4.6
"6874","peak 3","13167",7.57142857142857,"Johnson","Georgia","South",32.7015,-82.6601,9691,0.298048780487805,7,37771,3.6
"6875","peak 3","13169",14.4285714285714,"Jones","Georgia","South",33.0251,-83.5605,28579,0.326905048881746,3,56819,3.1
"6876","peak 3","13171",16,"Lamar","Georgia","South",33.0765,-84.1395,18672,0.289662797125484,1,57402,4.1
"6877","peak 3","13173",10.4285714285714,"Lanier","Georgia","South",31.0379,-83.0628,10380,0.284955257270693,3,42667,3.6
"6878","peak 3","13175",41.2857142857143,"Laurens","Georgia","South",32.4637,-82.9222,47405,0.355197747569399,5,42018,4.4
"6879","peak 3","13177",29.7142857142857,"Lee","Georgia","South",31.7796,-84.1412,29502,0.272705516333613,3,72425,3.1
"6880","peak 3","13179",60.5714285714286,"Liberty","Georgia","South",31.8281,-81.4947,61349,0.612508179863513,3,51410,4
"6881","peak 3","13181",5.85714285714286,"Lincoln","Georgia","South",33.7936,-82.4512,7856,0.308554190907132,2,45299,3.5
"6882","peak 3","13183",13.8571428571429,"Long","Georgia","South",31.7526,-81.7457,18692,0.35973130634612,3,52051,2.9
"6883","peak 3","13185",119.857142857143,"Lowndes","Georgia","South",30.8338,-83.2677,115364,0.433955344623018,3,46450,4.2
"6884","peak 3","13187",26.4285714285714,"Lumpkin","Georgia","South",34.5722,-84.0027,32402,0.201274869615608,6,57078,3
"6885","peak 3","13189",8.28571428571429,"McDuffie","Georgia","South",33.4829,-82.4814,21455,0.398660927785748,2,44473,5.1
"6886","peak 3","13191",20.2857142857143,"McIntosh","Georgia","South",31.4967,-81.4085,14174,0.390083632019116,3,46682,4
"6887","peak 3","13193",9.85714285714286,"Macon","Georgia","South",32.3584,-84.0425,13305,0.612910143684323,6,34634,4.8
"6888","peak 3","13195",19.8571428571429,"Madison","Georgia","South",34.1278,-83.209,29218,0.22835910825467,3,52326,3.2
"6889","peak 3","13197",7.57142857142857,"Marion","Georgia","South",32.3534,-84.5247,8432,0.361931034482759,2,41190,3.6
"6890","peak 3","13199",8.57142857142857,"Meriwether","Georgia","South",33.0407,-84.6883,21106,0.394134412062149,1,43571,5.1
"6891","peak 3","13201",3.28571428571429,"Miller","Georgia","South",31.164,-84.7308,5787,0.26393789696542,8,41769,3.1
"6892","peak 3","13205",18.7142857142857,"Mitchell","Georgia","South",31.2253,-84.1943,22244,0.44554786877929,6,37383,5
"6893","peak 3","13207",20.1428571428571,"Monroe","Georgia","South",33.0139,-83.9187,27171,0.281270044900577,3,70488,3.2
"6894","peak 3","13209",6.42857142857143,"Montgomery","Georgia","South",32.1734,-82.5348,9058,0.247038064028233,9,43657,4.1
"6895","peak 3","13211",10.8571428571429,"Morgan","Georgia","South",33.5909,-83.4923,18507,0.286434307192893,1,67089,3.5
"6896","peak 3","13213",21.1428571428571,"Murray","Georgia","South",34.7884,-84.7481,39724,0.149522386119956,3,50061,4.2
"6897","peak 3","13215",66.8571428571429,"Muscogee","Georgia","South",32.51,-84.8771,195739,0.614129219763023,2,47035,5.2
"6898","peak 3","13217",53.5714285714286,"Newton","Georgia","South",33.555,-83.8502,108079,0.549267986871704,1,58222,4.4
"6899","peak 3","13219",20,"Oconee","Georgia","South",33.835,-83.4371,38132,0.324300699300699,3,100878,2.4
"6900","peak 3","13221",7.28571428571429,"Oglethorpe","Georgia","South",33.8807,-83.0807,14931,0.299889339727038,3,54346,2.9
"6901","peak 3","13223",97.8571428571429,"Paulding","Georgia","South",33.9205,-84.8673,159825,0.34783067047744,1,76580,3.1
"6902","peak 3","13225",23.1428571428571,"Peach","Georgia","South",32.5688,-83.8269,27145,0.471759738707879,3,49815,4.4
"6903","peak 3","13227",19.7142857142857,"Pickens","Georgia","South",34.4643,-84.4656,31387,0.164501660161939,1,66183,2.9
"6904","peak 3","13229",33,"Pierce","Georgia","South",31.3588,-82.2128,19250,0.121587266497181,6,46701,3.3
"6905","peak 3","13231",24.7142857142857,"Pike","Georgia","South",33.0923,-84.3892,18327,0.140391791044776,1,74905,2.9
"6906","peak 3","13233",33.1428571428571,"Polk","Georgia","South",34.0018,-85.1881,41908,0.210220740400092,4,47896,3.5
"6907","peak 3","13235",8.42857142857143,"Pulaski","Georgia","South",32.2323,-83.476,11216,0.301396716491056,3,42274,3.4
"6908","peak 3","13237",11.7142857142857,"Putnam","Georgia","South",33.3218,-83.3728,21691,0.290847743568115,6,62282,4.2
"6909","peak 3","13239",2.28571428571429,"Quitman","Georgia","South",31.8673,-85.0188,2289,0.449367088607595,9,35522,5.2
"6910","peak 3","13241",4.71428571428571,"Rabun","Georgia","South",34.8817,-83.4021,16645,0.207357859531773,7,46639,3.1
"6911","peak 3","13243",3.57142857142857,"Randolph","Georgia","South",31.7626,-84.7542,6973,0.54376830458835,6,33505,5.1
"6912","peak 3","13245",112.285714285714,"Richmond","Georgia","South",33.3596,-82.0735,201852,0.67945844682734,2,44810,5.2
"6913","peak 3","13247",38.1428571428571,"Rockdale","Georgia","South",33.6542,-84.0266,89717,0.699111479152212,1,60281,4.6
"6914","peak 3","13249",2.42857142857143,"Schley","Georgia","South",32.2617,-84.3148,5221,0.203076923076923,8,51129,3.4
"6915","peak 3","13251",8.71428571428571,"Screven","Georgia","South",32.7506,-81.6119,13989,0.401539157990041,6,42331,5.9
"6916","peak 3","13253",14.8571428571429,"Seminole","Georgia","South",30.9388,-84.8688,8321,0.323045267489712,6,38618,3.9
"6917","peak 3","13255",55.8571428571429,"Spalding","Georgia","South",33.2609,-84.2841,65306,0.391513025057098,1,49237,4.7
"6918","peak 3","13257",17.4285714285714,"Stephens","Georgia","South",34.5539,-83.2935,25750,0.200757257046698,7,45416,4.6
"6919","peak 3","13259",1.71428571428571,"Stewart","Georgia","South",32.0785,-84.8352,6293,0.593969849246231,8,34566,3.7
"6920","peak 3","13261",23.2857142857143,"Sumter","Georgia","South",32.0399,-84.197,30064,0.519756338491933,6,40250,5.4
"6921","peak 3","13263",2.71428571428571,"Talbot","Georgia","South",32.6995,-84.533,6321,0.60022714366837,8,41045,4.8
"6922","peak 3","13265",0.571428571428571,"Taliaferro","Georgia","South",33.5661,-82.8788,1611,0.604525862068966,8,37046,5.4
"6923","peak 3","13267",23.2857142857143,"Tattnall","Georgia","South",32.0458,-82.0581,25382,0.251924251679902,6,41457,3.1
"6924","peak 3","13269",7.71428571428571,"Taylor","Georgia","South",32.5555,-84.2505,8116,0.361270171785528,8,28234,5.1
"6925","peak 3","13271",15.8571428571429,"Telfair","Georgia","South",31.9298,-82.939,16035,0.343331795108445,7,36264,7.1
"6926","peak 3","13273",3.71428571428571,"Terrell","Georgia","South",31.777,-84.437,8737,0.53804347826087,3,37122,5.8
"6927","peak 3","13275",34.4285714285714,"Thomas","Georgia","South",30.8638,-83.9193,44630,0.398134601316752,4,47978,4.5
"6928","peak 3","13277",51.4285714285714,"Tift","Georgia","South",31.4574,-83.5266,40541,0.326678542908041,5,47764,3.5
"6929","peak 3","13279",23.7142857142857,"Toombs","Georgia","South",32.1216,-82.3312,26972,0.269195528678761,7,41442,4.1
"6930","peak 3","13281",6.71428571428571,"Towns","Georgia","South",34.9167,-83.7373,11617,0.194259932322346,9,49023,4.1
"6931","peak 3","13283",3.42857142857143,"Treutlen","Georgia","South",32.4039,-82.5673,6795,0.30939226519337,7,37478,4.1
"6932","peak 3","13285",44.8571428571429,"Troup","Georgia","South",33.0335,-85.0284,69919,0.385296369021866,4,47296,4.4
"6933","peak 3","13287",9.42857142857143,"Turner","Georgia","South",31.7164,-83.6241,7943,0.371669744130836,6,35400,6.2
"6934","peak 3","13289",4.14285714285714,"Twiggs","Georgia","South",32.6672,-83.4271,8229,0.45994599459946,3,44079,5
"6935","peak 3","13291",23.4285714285714,"Union","Georgia","South",34.8341,-83.9907,23288,0.179971718729914,9,57049,3
"6936","peak 3","13293",36.8571428571429,"Upson","Georgia","South",32.8813,-84.2993,26236,0.325687717938783,6,40926,4.1
"6937","peak 3","13295",46.5714285714286,"Walker","Georgia","South",34.7356,-85.301,69039,0.196566055733461,2,47548,3
"6938","peak 3","13297",51.4285714285714,"Walton","Georgia","South",33.7816,-83.7339,91442,0.248233613215118,1,67007,3.3
"6939","peak 3","13299",27.4285714285714,"Ware","Georgia","South",31.0538,-82.4237,35593,0.293819155683981,5,37642,3.8
"6940","peak 3","13301",2.57142857142857,"Warren","Georgia","South",33.4089,-82.6768,5297,0.553962264150943,8,37313,4.7
"6941","peak 3","13303",32.8571428571429,"Washington","Georgia","South",32.9695,-82.7959,20436,0.500474833808167,7,41674,5
"6942","peak 3","13305",41.5714285714286,"Wayne","Georgia","South",31.5514,-81.9167,29788,0.210345097425464,6,47382,3.8
"6943","peak 3","13307",1.14285714285714,"Webster","Georgia","South",32.0466,-84.551,2610,0.460100647016535,8,41547,4.4
"6944","peak 3","13309",5.28571428571429,"Wheeler","Georgia","South",32.1171,-82.7246,7928,0.301531728665208,9,35927,5.8
"6945","peak 3","13311",23.4285714285714,"White","Georgia","South",34.6464,-83.7471,29489,0.162729481641469,6,54786,2.6
"6946","peak 3","13313",57.1428571428571,"Whitfield","Georgia","South",34.8056,-84.9672,104237,0.290485774900723,3,53115,3.8
"6947","peak 3","13315",7.71428571428571,"Wilcox","Georgia","South",31.9729,-83.4323,8824,0.262580054894785,8,38261,4.6
"6948","peak 3","13317",7,"Wilkes","Georgia","South",33.7819,-82.7432,9844,0.429423459244533,6,39716,4.4
"6949","peak 3","13319",11.1428571428571,"Wilkinson","Georgia","South",32.8024,-83.1712,9010,0.434800838574423,8,43902,4
"6950","peak 3","13321",19.1428571428571,"Worth","Georgia","South",31.5515,-83.8509,20494,0.257942918686053,3,43142,3.9
"6951","peak 3","15001",124.857142857143,"Hawaii","Hawaii","West",19.5987,-155.5185,199459,0.668811351265174,5,64929,7.3
"6952","peak 3","15003",545,"Honolulu","Hawaii","West",21.5008,-158.1053,984821,0.625124962707464,2,86946,6.7
"6953","peak 3","15005",0,"Kalawao","Hawaii","West",21.1709,-156.9475,66,NA,NA,NA,NA
"6954","peak 3","15007",30.2857142857143,"Kauai","Hawaii","West",22.0396,-159.5963,71769,0.633638833328358,5,73029,11.1
"6955","peak 3","15009",83.5714285714286,"Maui","Hawaii","West",20.8596,-156.5648,165979,0.665854963121446,3,77375,10.3
"6956","peak 3","16001",129,"Ada","Idaho","West",43.4511,-116.2412,456849,0.464703591902509,2,72295,2.7
"6957","peak 3","16003",0.714285714285714,"Adams","Idaho","West",44.8896,-116.4538,4097,0.228538283062645,9,50042,5.4
"6958","peak 3","16005",30.8571428571429,"Bannock","Idaho","West",42.6685,-112.2246,85765,0.371198139205623,3,53306,2.9
"6959","peak 3","16007",2.14285714285714,"Bear Lake","Idaho","West",42.2848,-111.3297,6000,0.105580693815988,9,54550,2.3
"6960","peak 3","16009",1.71428571428571,"Benewah","Idaho","West",47.2176,-116.6587,9138,0.196460888799517,6,49303,4.8
"6961","peak 3","16011",9.14285714285714,"Bingham","Idaho","West",43.2166,-112.3981,45839,0.205235393649846,4,59959,2.5
"6962","peak 3","16013",4.71428571428571,"Blaine","Idaho","West",43.4119,-113.9802,22373,0.671207104154124,7,75778,3.2
"6963","peak 3","16015",2.14285714285714,"Boise","Idaho","West",43.9891,-115.7304,7378,0.249792531120332,2,64443,4.2
"6964","peak 3","16017",7.85714285714286,"Bonner","Idaho","West",48.3,-116.6011,43611,0.303816905527932,6,56729,3.8
"6965","peak 3","16019",20.4285714285714,"Bonneville","Idaho","West",43.3877,-111.6148,114392,0.263987406241319,3,65165,2.3
"6966","peak 3","16021",1.71428571428571,"Boundary","Idaho","West",48.7669,-116.4629,11845,0.193252019642009,7,50709,3.3
"6967","peak 3","16023",1.28571428571429,"Butte","Idaho","West",43.7229,-113.1721,2581,0.132862190812721,3,51742,3.4
"6968","peak 3","16025",0.285714285714286,"Camas","Idaho","West",43.4633,-114.8058,1048,0.197612732095491,9,56014,2.3
"6969","peak 3","16027",80.5714285714286,"Canyon","Idaho","West",43.6251,-116.7093,217633,0.286173953426657,2,58670,3.2
"6970","peak 3","16029",2.57142857142857,"Caribou","Idaho","West",42.7705,-111.5623,6953,0.126170960187354,6,61518,2.2
"6971","peak 3","16031",6.28571428571429,"Cassia","Idaho","West",42.2839,-113.6001,23690,0.152040710354139,7,53284,2.3
"6972","peak 3","16033",0,"Clark","Idaho","West",44.2839,-112.3512,913,0.131832797427653,9,48726,2.3
"6973","peak 3","16035",7.14285714285714,"Clearwater","Idaho","West",46.6736,-115.6567,8673,0.198461190314551,6,49816,4.6
"6974","peak 3","16037",0.571428571428571,"Custer","Idaho","West",44.2411,-114.2817,4169,0.220153340635268,8,49055,3.5
"6975","peak 3","16039",16.8571428571429,"Elmore","Idaho","West",43.354,-115.4693,26743,0.254875061244488,6,47796,2.8
"6976","peak 3","16041",2,"Franklin","Idaho","West",42.1811,-111.8132,13464,0.0985894357743097,3,55421,2
"6977","peak 3","16043",1.28571428571429,"Fremont","Idaho","West",44.2288,-111.4819,13020,0.14853400803691,6,56162,2.3
"6978","peak 3","16045",4.71428571428571,"Gem","Idaho","West",44.0616,-116.3975,17331,0.181060453906407,2,53733,3.6
"6979","peak 3","16047",9.14285714285714,"Gooding","Idaho","West",42.971,-114.8115,15148,0.207603305785124,7,50205,2.3
"6980","peak 3","16049",5.85714285714286,"Idaho","Idaho","West",45.8441,-115.4675,16411,0.162570297854614,6,48866,4
"6981","peak 3","16051",6.42857142857143,"Jefferson","Idaho","West",43.8201,-112.3113,28534,0.117194665914062,3,63078,2.2
"6982","peak 3","16053",14.7142857142857,"Jerome","Idaho","West",42.6899,-114.2639,23730,0.242319508448541,7,56320,2.6
"6983","peak 3","16055",38.1428571428571,"Kootenai","Idaho","West",47.6744,-116.7018,157322,0.270500011126193,3,62764,3.3
"6984","peak 3","16057",9,"Latah","Idaho","West",46.8162,-116.7117,39505,0.497617890131259,4,54999,2.7
"6985","peak 3","16059",2.14285714285714,"Lemhi","Idaho","West",44.9433,-113.9333,7847,0.217813423385395,7,46062,4.2
"6986","peak 3","16061",2.42857142857143,"Lewis","Idaho","West",46.237,-116.4263,3838,0.186631016042781,8,45342,4.3
"6987","peak 3","16063",1.71428571428571,"Lincoln","Idaho","West",43.0024,-114.1383,5350,0.21340206185567,9,50608,3.5
"6988","peak 3","16065",7.57142857142857,"Madison","Idaho","West",43.7841,-111.6592,39100,0.155797101449275,4,46177,1.7
"6989","peak 3","16067",6.85714285714286,"Minidoka","Idaho","West",42.8543,-113.6375,20705,0.193919679719755,7,56173,2.5
"6990","peak 3","16069",20.4285714285714,"Nez Perce","Idaho","West",46.3268,-116.7502,40217,0.318882052749559,3,67645,2.7
"6991","peak 3","16071",0.714285714285714,"Oneida","Idaho","West",42.195,-112.5394,4385,0.101591187270502,8,55833,2.1
"6992","peak 3","16073",2.57142857142857,"Owyhee","Idaho","West",42.5815,-116.1699,11552,0.172079291438212,2,48395,3.5
"6993","peak 3","16075",10.4285714285714,"Payette","Idaho","West",44.0067,-116.7608,23260,0.191357478083769,6,53643,3.3
"6994","peak 3","16077",5,"Power","Idaho","West",42.6937,-112.8407,7671,0.280298120544394,6,50981,2.7
"6995","peak 3","16079",3.28571428571429,"Shoshone","Idaho","West",47.3529,-115.8924,12609,0.279880972061498,6,39239,5.9
"6996","peak 3","16081",4,"Teton","Idaho","West",43.7594,-111.2076,11426,0.522766661414842,9,73637,2.9
"6997","peak 3","16083",54.1428571428571,"Twin Falls","Idaho","West",42.356,-114.6672,84869,0.256025081788441,5,56141,3
"6998","peak 3","16085",5.71428571428571,"Valley","Idaho","West",44.7666,-115.5663,10709,0.421350700835339,8,64041,4.5
"6999","peak 3","16087",4,"Washington","Idaho","West",44.4524,-116.7847,10057,0.200785928143713,6,45813,3.5
"7000","peak 3","17001",37.5714285714286,"Adams","Illinois","Midwest",39.9879,-91.1885,66085,0.257493960091866,5,55942,3.4
"7001","peak 3","17003",4,"Alexander","Illinois","Midwest",37.1915,-89.3375,6260,0.424380952380952,3,37408,6.9
"7002","peak 3","17005",7,"Bond","Illinois","Midwest",38.8868,-89.4356,16589,0.280943025540275,1,53447,4.1
"7003","peak 3","17007",7.42857142857143,"Boone","Illinois","Midwest",42.3231,-88.8234,53537,0.42203450898755,2,72426,8.4
"7004","peak 3","17009",2.85714285714286,"Brown","Illinois","Midwest",39.9618,-90.7504,6628,0.192475247524752,7,60254,2.1
